"","DateTimeUTC","Lat","Long","lc"
"1",2018-10-21 17:25:03,37.4432,-122.9046,3
"2",2018-10-21 17:29:04,37.4434,-122.9029,3
"3",2018-10-21 17:32:28,37.4432,-122.9006,3
"4",2018-10-21 17:37:00,37.4448,-122.8986,3
"5",2018-10-21 17:50:48,37.4431,-122.8983,3
"6",2018-10-21 17:55:42,37.4421,-122.9022,3
"7",2018-10-21 18:17:36,37.4292,-122.9077,3
"8",2018-10-21 18:21:12,37.4276,-122.908,3
"9",2018-10-21 18:37:08,37.4258,-122.9143,3
"10",2018-10-21 18:41:49,37.429,-122.9131,3
"11",2018-10-21 18:44:03,37.4294,-122.9108,3
"12",2018-10-21 18:57:06,37.435,-122.9036,3
"13",2018-10-21 18:58:59,37.4362,-122.9036,3
"14",2018-10-21 19:15:54,37.4402,-122.9023,3
"15",2018-10-21 19:18:00,37.4396,-122.9041,3
"16",2018-10-21 19:19:58,37.4388,-122.9034,3
"17",2018-10-21 19:35:43,37.4366,-122.9023,3
"18",2018-10-21 19:40:08,37.4337,-122.9033,3
"19",2018-10-21 19:42:34,37.4338,-122.9057,3
"20",2018-10-21 19:43:59,37.4317,-122.9093,3
"21",2018-10-21 19:59:59,37.4297,-122.9069,3
"22",2018-10-21 20:15:50,37.4283,-122.9127,3
"23",2018-10-21 20:20:14,37.4273,-122.9139,3
"24",2018-10-21 20:34:04,37.4258,-122.9121,3
"25",2018-10-21 20:36:04,37.4261,-122.913,3
"26",2018-10-21 20:50:59,37.4297,-122.9063,3
"27",2018-10-21 20:53:01,37.4299,-122.9067,3
"28",2018-10-21 20:55:15,37.4303,-122.9057,3
"29",2018-10-21 21:14:06,37.4309,-122.9028,3
"30",2018-10-21 21:33:09,37.4268,-122.9052,3
"31",2018-10-21 21:47:09,37.4198,-122.9005,3
"32",2018-10-21 21:52:46,37.4222,-122.8987,3
"33",2018-10-21 21:58:01,37.4253,-122.8986,3
"34",2018-10-21 22:10:43,37.4321,-122.8997,3
"35",2018-10-21 22:13:15,37.4323,-122.8981,3
"36",2018-10-21 22:25:19,37.4359,-122.8968,3
"37",2018-10-21 22:27:05,37.436,-122.8957,3
"38",2018-10-21 22:40:30,37.442,-122.8899,3
"39",2018-10-21 22:41:58,37.4396,-122.8899,3
"40",2018-10-21 22:56:03,37.4401,-122.8909,3
"41",2018-10-21 23:35:14,37.4547,-122.905,3
"42",2018-10-21 23:57:08,37.4681,-122.9046,3
"43",2018-10-22 00:09:03,37.4775,-122.9024,3
"44",2018-10-22 00:21:23,37.4852,-122.8991,3
"45",2018-10-22 00:33:38,37.4928,-122.8974,3
"46",2018-10-22 00:35:07,37.4942,-122.8983,3
"47",2018-10-22 00:57:51,37.5053,-122.8966,3
"48",2018-10-22 01:13:49,37.5129,-122.8963,3
"49",2018-10-22 01:39:30,37.5236,-122.8957,3
"50",2018-10-22 01:54:01,37.5282,-122.9002,3
"51",2018-10-22 02:54:26,37.5486,-122.903,3
"52",2018-10-22 03:09:08,37.5529,-122.9004,3
"53",2018-10-22 03:40:08,37.5615,-122.9044,3
"54",2018-10-22 03:49:57,37.5638,-122.9083,3
"55",2018-10-22 04:23:03,37.5803,-122.9056,3
"56",2018-10-22 04:48:16,37.5912,-122.8996,3
"57",2018-10-22 05:02:42,37.5983,-122.8959,3
"58",2018-10-22 05:19:45,37.6041,-122.8901,3
"59",2018-10-22 05:28:52,37.6019,-122.8854,3
"60",2018-10-22 05:31:06,37.6039,-122.8865,3
"61",2018-10-22 05:41:18,37.6095,-122.8897,3
"62",2018-10-22 06:37:06,37.626,-122.9228,3
"63",2018-10-22 06:39:16,37.6259,-122.9245,3
"64",2018-10-22 06:43:14,37.6271,-122.9266,3
"65",2018-10-22 06:54:56,37.6298,-122.9321,3
"66",2018-10-22 06:57:06,37.6305,-122.9336,3
"67",2018-10-22 07:09:29,37.6328,-122.9396,3
"68",2018-10-22 07:11:01,37.6326,-122.9403,3
"69",2018-10-22 07:32:09,37.6334,-122.9549,3
"70",2018-10-22 07:46:15,37.6347,-122.9652,3
"71",2018-10-22 07:48:02,37.6348,-122.9666,3
"72",2018-10-22 08:04:41,37.6361,-122.9812,3
"73",2018-10-22 08:10:05,37.6363,-122.9861,3
"74",2018-10-22 08:32:29,37.6405,-123.0038,3
"75",2018-10-22 08:34:08,37.6409,-123.0053,3
"76",2018-10-22 08:45:15,37.6441,-123.0124,3
"77",2018-10-22 09:20:12,37.6573,-123.0415,3
"78",2018-10-22 09:22:20,37.6518,-123.0367,3
"79",2018-10-22 09:35:53,37.656,-123.0442,3
"80",2018-10-22 10:26:51,37.6777,-123.0682,3
"81",2018-10-22 10:40:39,37.6846,-123.0748,3
"82",2018-10-22 10:42:00,37.6849,-123.0761,3
"83",2018-10-22 10:57:01,37.6911,-123.0846,3
"84",2018-10-22 11:28:12,37.704,-123.0984,3
"85",2018-10-22 12:19:53,37.7313,-123.1363,3
"86",2018-10-22 12:46:48,37.7457,-123.1569,3
"87",2018-10-22 13:22:53,37.7632,-123.1984,3
"88",2018-10-22 13:37:50,37.7636,-123.2123,3
"89",2018-10-22 13:39:58,37.7625,-123.2125,3
"90",2018-10-22 13:50:35,37.7688,-123.2204,3
"91",2018-10-22 13:54:07,37.769,-123.2243,3
"92",2018-10-22 14:13:44,37.7786,-123.2374,3
"93",2018-10-22 14:20:54,37.7842,-123.241,3
"94",2018-10-22 14:38:59,37.8007,-123.2507,3
"95",2018-10-22 14:51:32,37.8112,-123.2573,3
"96",2018-10-22 14:53:04,37.812,-123.2587,3
"97",2018-10-22 15:20:38,37.8328,-123.2773,3
"98",2018-10-22 15:51:57,37.8529,-123.3109,3
"99",2018-10-22 16:26:25,37.8611,-123.3546,3
"100",2018-10-22 16:32:03,37.8656,-123.3606,3
"101",2018-10-22 16:51:21,37.8708,-123.3845,3
"102",2018-10-22 17:05:09,37.8636,-123.4029,3
"103",2018-10-22 17:27:09,37.8678,-123.4209,3
"104",2018-10-22 17:47:23,37.8836,-123.4216,3
"105",2018-10-22 18:08:25,37.9029,-123.4266,3
"106",2018-10-22 18:10:47,37.9043,-123.428,3
"107",2018-10-22 18:30:28,37.9073,-123.436,3
"108",2018-10-22 18:48:14,37.9143,-123.4434,3
"109",2018-10-22 18:52:08,37.917,-123.4454,3
