TotLength,EnCost,EnCostMinusCetER,EnCostkJ,EnCostkJMinusCetER,Log10TotLength,Log10EnCostkJMinusCetER
8.089323455,1003243.117,668828.7447,1003.243117,668.8287447,0.907912201,2.82531493
8.089323455,738081.0708,492054.0472,738.0810708,492.0540472,0.907912201,2.692012808
8.089323455,1432914.583,955276.3887,1432.914583,955.2763887,0.907912201,2.980129044
8.089323455,809178.6838,539452.4559,809.1786838,539.4524559,0.907912201,2.731953175
8.089323455,709363.1204,472908.7469,709.3631204,472.9087469,0.907912201,2.674777347
8.089323455,950258.473,633505.6487,950.258473,633.5056487,0.907912201,2.801750492
8.089323455,921801.7902,614534.5268,921.8017902,614.5345268,0.907912201,2.788546288
8.089323455,572241.9065,381494.6043,572.2419065,381.4946043,0.907912201,2.5814884
8.089323455,794885.8021,529923.8681,794.8858021,529.9238681,0.907912201,2.724213481
8.089323455,867935.7234,578623.8156,867.9357234,578.6238156,0.907912201,2.762396305
8.089323455,851106.9279,567404.6186,851.1069279,567.4046186,0.907912201,2.753892867
8.089323455,652961.2232,435307.4821,652.9612232,435.3074821,0.907912201,2.638796132
8.089323455,771653.503,514435.6687,771.653503,514.4356687,0.907912201,2.711331073
8.089323455,1452936.499,968624.3327,1452.936499,968.6243327,0.907912201,2.986155375
8.089323455,811698.885,541132.59,811.698885,541.13259,0.907912201,2.73330369
8.858796169,1566145.155,1044096.77,1566.145155,1044.09677,0.947374709,3.018740752
8.858796169,986820.7786,657880.5191,986.8207786,657.8805191,0.947374709,2.818147026
8.858796169,1522895.795,1015263.863,1522.895795,1015.263863,0.947374709,3.006578928
8.858796169,1256732.08,837821.3867,1256.73208,837.8213867,0.947374709,2.923151442
8.858796169,1802619.271,1201746.181,1802.619271,1201.746181,0.947374709,3.079812751
8.858796169,1187211.078,791474.052,1187.211078,791.474052,0.947374709,2.898436681
8.858796169,1390129.74,926753.16,1390.12974,926.75316,0.947374709,2.966964076
8.858796169,1379463.309,919642.206,1379.463309,919.642206,0.947374709,2.963618895
8.858796169,678843.2878,452562.1919,678.8432878,452.5621919,0.947374709,2.655678269
8.858796169,1326907.662,884605.108,1326.907662,884.605108,0.947374709,2.946749443
8.858796169,1141193.939,760795.9593,1141.193939,760.7959593,0.947374709,2.881268197
8.858796169,2435672.104,1623781.403,2435.672104,1623.781403,0.947374709,3.210527563
8.858796169,1735937.101,1157291.401,1735.937101,1157.291401,0.947374709,3.063442726
8.858796169,2186200.675,1457467.117,2186.200675,1457.467117,0.947374709,3.163598765
8.858796169,1434108.335,956072.2233,1434.108335,956.0722233,0.947374709,2.980490701
8.858796169,758869.2701,505912.8467,758.8692701,505.9128467,0.947374709,2.704075708
8.858796169,1208932.183,805954.7887,1208.932183,805.9547887,0.947374709,2.90631068
8.858796169,2725182.749,1816788.499,2725.182749,1816.788499,0.947374709,3.259304372
8.858796169,1155003.703,770002.4687,1155.003703,770.0024687,0.947374709,2.886492118
8.858796169,666531.8094,444354.5396,666.5318094,444.3545396,0.947374709,2.647729621
8.858796169,1385141.675,923427.7833,1385.141675,923.4277833,0.947374709,2.965402937
8.858796169,978435.003,652290.002,978.435003,652.290002,0.947374709,2.814440722
8.858796169,1726091.891,1150727.927,1726.091891,1150.727927,0.947374709,3.060972653
8.858796169,1639530.242,1093020.161,1639.530242,1093.020161,0.947374709,3.038628173
8.858796169,1535867.955,1023911.97,1535.867955,1023.91197,0.947374709,3.01026262
8.858796169,1607946.568,1071964.379,1607.946568,1071.964379,0.947374709,3.030180354
8.858796169,1296381.063,864254.042,1296.381063,864.254042,0.947374709,2.936641419
8.858796169,1472048.602,981365.7347,1472.048602,981.3657347,0.947374709,2.99183089
8.858796169,1129952.228,753301.4853,1129.952228,753.3014853,0.947374709,2.876968824
8.858796169,1479101.57,986067.7133,1479.10157,986.0677133,0.947374709,2.993906739
8.509749097,595965.3865,397310.2577,595.9653865,397.3102577,0.929916755,2.599129778
8.509749097,664288.3785,442858.919,664.2883785,442.858919,0.929916755,2.646265396
8.509749097,664618.5328,443079.0219,664.6185328,443.0790219,0.929916755,2.646481188
8.509749097,605999.2664,403999.5109,605.9992664,403.9995109,0.929916755,2.606380839
8.509749097,756258.9841,504172.6561,756.2589841,504.1726561,0.929916755,2.702579288
8.509749097,695676.9642,463784.6428,695.6769642,463.7846428,0.929916755,2.666316364
8.509749097,814800.1337,543200.0891,814.8001337,543.2000891,0.929916755,2.734959833
8.509749097,946099.5199,630733.0133,946.0995199,630.7330133,0.929916755,2.799845563
8.509749097,705185.5926,470123.7284,705.1855926,470.1237284,0.929916755,2.672212172
8.509749097,686402.779,457601.8527,686.402779,457.6018527,0.929916755,2.660487774
8.509749097,1041168.339,694112.226,1041.168339,694.112226,0.929916755,2.841429694
8.509749097,812957.6581,541971.7721,812.9576581,541.9717721,0.929916755,2.733976667
8.509749097,791420.8267,527613.8845,791.4208267,527.6138845,0.929916755,2.722316216
8.509749097,592437.2507,394958.1671,592.4372507,394.9581671,0.929916755,2.596551099
8.509749097,1021713.003,681142.002,1021.713003,681.142002,0.929916755,2.833237661
8.509749097,847675.0162,565116.6775,847.6750162,565.1166775,0.929916755,2.752138124
8.509749097,774189.0159,516126.0106,774.1890159,516.1260106,0.929916755,2.712755746
8.509749097,544369.0339,362912.6893,544.3690339,362.9126893,0.929916755,2.559802154
8.509749097,635937.8623,423958.5749,635.9378623,423.9585749,0.929916755,2.627323424
8.509749097,704622.9816,469748.6544,704.6229816,469.7486544,0.929916755,2.671865545
8.509749097,413232.9975,275488.665,413.2329975,275.488665,0.929916755,2.440103734
8.509749097,633730.1057,422486.7371,633.7301057,422.4867371,0.929916755,2.62581308
8.509749097,1249502.365,833001.5767,1249.502365,833.0015767,0.929916755,2.920645823
8.509749097,690893.4073,460595.6049,690.8934073,460.5956049,0.929916755,2.663319789
8.509749097,969223.1487,646148.7658,969.2231487,646.1487658,0.929916755,2.810332519
8.509749097,551413.0412,367608.6941,551.4130412,367.6086941,0.929916755,2.565385774
8.509749097,941092.0338,627394.6892,941.0920338,627.3946892,0.929916755,2.797540838
8.509749097,809097.9619,539398.6413,809.0979619,539.3986413,0.929916755,2.731909848
8.509749097,578872.8262,385915.2175,578.8728262,385.9152175,0.929916755,2.586491904
8.509749097,381170.3089,254113.5393,381.1703089,254.1135393,0.929916755,2.405027805
8.706794415,998073.6048,665382.4032,998.0736048,665.3824032,0.93985829,2.823071311
8.706794415,1032816.654,688544.436,1032.816654,688.544436,0.93985829,2.837931973
8.706794415,771307.1894,514204.7929,771.3071894,514.2047929,0.93985829,2.71113612
8.706794415,971602.1082,647734.7388,971.6021082,647.7347388,0.93985829,2.811397189
8.706794415,1372106.335,914737.5567,1372.106335,914.7375567,0.93985829,2.96129651
8.706794415,557986.494,371990.996,557.986494,371.990996,0.93985829,2.570532428
8.706794415,1088763.613,725842.4087,1088.763613,725.8424087,0.93985829,2.860842339
8.706794415,1075334.556,716889.704,1075.334556,716.889704,0.93985829,2.855452343
8.706794415,624976.3134,416650.8756,624.9763134,416.6508756,0.93985829,2.619772299
8.706794415,1678217.618,1118811.745,1678.217618,1118.811745,0.93985829,3.048757017
8.706794415,724035.5111,482690.3407,724.0355111,482.6903407,0.93985829,2.683668608
8.706794415,1603519.263,1069012.842,1603.519263,1069.012842,0.93985829,3.028982922
8.706794415,676066.8914,450711.2609,676.0668914,450.7112609,0.93985829,2.653898409
8.706794415,550541.8961,367027.9307,550.5418961,367.0279307,0.93985829,2.564699115
8.706794415,809412.9153,539608.6102,809.4129153,539.6086102,0.93985829,2.732078871
8.706794415,1308820.948,872547.2987,1308.820948,872.5472987,0.93985829,2.940788978
8.706794415,746421.625,497614.4167,746.421625,497.6144167,0.93985829,2.696892954
8.706794415,1419900.716,946600.4773,1419.900716,946.6004773,0.93985829,2.976166719
8.706794415,1479988.983,986659.322,1479.988983,986.659322,0.93985829,2.994167223
8.706794415,1059276.724,706184.4827,1059.276724,706.1844827,0.93985829,2.84891817
8.706794415,1571470.359,1047646.906,1571.470359,1047.646906,0.93985829,3.020214935
8.706794415,1041269.502,694179.668,1041.269502,694.179668,0.93985829,2.841471889
8.706794415,518160.7605,345440.507,518.1607605,345.440507,0.93985829,2.538373262
8.706794415,1442268.393,961512.262,1442.268393,961.512262,0.93985829,2.982954827
8.706794415,791637.8207,527758.5471,791.6378207,527.7585471,0.93985829,2.722435276
8.706794415,647931.8852,431954.5901,647.9318852,431.9545901,0.93985829,2.635438093
8.706794415,718126.9764,478751.3176,718.1269764,478.7513176,0.93985829,2.680109982
8.706794415,1081715.719,721143.8127,1081.715719,721.1438127,0.93985829,2.858021882
8.706794415,1573661.02,1049107.347,1573.66102,1049.107347,0.93985829,3.020819928
8.706794415,726758.8735,484505.9157,726.7588735,484.5059157,0.93985829,2.685299084
8.198299964,1245799.915,830533.2767,1245.799915,830.5332767,0.913723804,2.919357038
8.198299964,667720.1074,445146.7383,667.7201074,445.1467383,0.913723804,2.648503196
8.198299964,994312.7847,662875.1898,994.3127847,662.8751898,0.913723804,2.821431764
8.198299964,291307.3603,194204.9069,291.3073603,194.2049069,0.913723804,2.288260199
8.198299964,900310.4491,600206.9661,900.3104491,600.2069661,0.913723804,2.778301032
8.198299964,454274.1542,302849.4361,454.2741542,302.8494361,0.913723804,2.481226769
8.198299964,440292.0294,293528.0196,440.2920294,293.5280196,0.913723804,2.467649564
8.198299964,414749.5387,276499.6925,414.7495387,276.4996925,0.913723804,2.441694653
8.198299964,650552.0004,433701.3336,650.5520004,433.7013336,0.913723804,2.637190758
8.198299964,738151.638,492101.092,738.151638,492.101092,0.913723804,2.692054329
8.198299964,787547.0419,525031.3613,787.5470419,525.0313613,0.913723804,2.720185246
8.198299964,354838.4441,236558.9627,354.8384441,236.5589627,0.913723804,2.373939407
8.198299964,516676.0385,344450.6923,516.6760385,344.4506923,0.913723804,2.537127062
8.198299964,1382059.248,921372.832,1382.059248,921.372832,0.913723804,2.964435402
8.198299964,1116048.954,744032.636,1116.048954,744.032636,0.913723804,2.871591986
8.198299964,709908.4284,473272.2856,709.9084284,473.2722856,0.913723804,2.675111073
8.198299964,476858.2009,317905.4673,476.8582009,317.9054673,0.913723804,2.502297997
8.198299964,772987.0082,515324.6721,772.9870082,515.3246721,0.913723804,2.712080936
8.198299964,1194495.112,796330.0747,1194.495112,796.3300747,0.913723804,2.901093118
8.198299964,937896.3371,625264.2247,937.8963371,625.2642247,0.913723804,2.796063581
8.198299964,417090.7307,278060.4871,417.0907307,278.0604871,0.913723804,2.444139279
8.198299964,1124039.9,749359.9333,1124.0399,749.3599333,0.913723804,2.874690469
8.198299964,1272432.128,848288.0853,1272.432128,848.2880853,0.913723804,2.928543367
8.198299964,983831.1494,655887.4329,983.8311494,655.8874329,0.913723804,2.81682931
8.198299964,904072.6296,602715.0864,904.0726296,602.7150864,0.913723804,2.780112062
8.198299964,827130.4886,551420.3257,827.1304886,551.4203257,0.913723804,2.74148277
8.198299964,663189.5085,442126.339,663.1895085,442.126339,0.913723804,2.645546388
8.198299964,2090551.402,1393700.935,2090.551402,1393.700935,0.913723804,3.144169591
8.198299964,1002145,668096.6667,1002.145,668.0966667,0.913723804,2.824839305
8.198299964,398644.0943,265762.7295,398.6440943,265.7627295,0.913723804,2.424494076
7.122469003,503381.7067,335587.8045,503.3817067,335.5878045,0.852630568,2.52580617
7.122469003,628552.2198,419034.8132,628.5522198,419.0348132,0.852630568,2.622250105
7.122469003,454027.6563,302685.1042,454.0276563,302.6851042,0.852630568,2.480991049
7.122469003,763631.1015,509087.401,763.6311015,509.087401,0.852630568,2.706792349
7.122469003,997389.7282,664926.4855,997.3897282,664.9264855,0.852630568,2.822773632
7.122469003,1047611.638,698407.7587,1047.611638,698.4077587,0.852630568,2.844109055
7.122469003,439529.508,293019.672,439.529508,293.019672,0.852630568,2.466896778
7.122469003,881751.811,587834.5407,881.751811,587.8345407,0.852630568,2.769255101
7.122469003,683013.9421,455342.6281,683.0139421,455.3426281,0.852630568,2.65833831
7.122469003,1072433.761,714955.8407,1072.433761,714.9558407,0.852630568,2.854279218
7.122469003,767864.4184,511909.6123,767.8644184,511.9096123,0.852630568,2.709193284
7.122469003,560729.7848,373819.8565,560.7297848,373.8198565,0.852630568,2.572662366
7.122469003,392058.4601,261372.3067,392.0584601,261.3723067,0.852630568,2.417259571
7.122469003,504164.1851,336109.4567,504.1641851,336.1094567,0.852630568,2.526480732
7.122469003,643248.208,428832.1387,643.248208,428.8321387,0.852630568,2.632287326
7.122469003,848985.2341,565990.1561,848.9852341,565.9901561,0.852630568,2.752808878
7.122469003,582448.741,388299.1607,582.448741,388.2991607,0.852630568,2.589166452
7.122469003,1071790.16,714526.7733,1071.79016,714.5267733,0.852630568,2.854018506
7.122469003,921945.5578,614630.3719,921.9455578,614.6303719,0.852630568,2.788614017
7.122469003,733578.7023,489052.4682,733.5787023,489.0524682,0.852630568,2.689355455
7.122469003,575620.9347,383747.2898,575.6209347,383.7472898,0.852630568,2.584045321
7.122469003,507466.9261,338311.2841,507.4669261,338.3112841,0.852630568,2.529316484
7.122469003,515190.538,343460.3587,515.190538,343.4603587,0.852630568,2.535876619
7.122469003,734214.6083,489476.4055,734.2146083,489.4764055,0.852630568,2.689731762
7.122469003,630420.0584,420280.0389,630.4200584,420.2800389,0.852630568,2.623538764
7.122469003,238619.0338,159079.3559,238.6190338,159.0793559,0.852630568,2.201613824
7.122469003,519693.2773,346462.1849,519.6932773,346.4621849,0.852630568,2.53965584
7.122469003,507028.5964,338019.0643,507.0285964,338.0190643,0.852630568,2.528941195
7.122469003,456969.3708,304646.2472,456.9693708,304.6462472,0.852630568,2.483795833
7.122469003,1437391.288,958260.8587,1437.391288,958.2608587,0.852630568,2.981483749
6.603689259,584055.2739,389370.1826,584.0552739,389.3701826,0.819786629,2.590362691
6.603689259,559226.5137,372817.6758,559.2265137,372.8176758,0.819786629,2.571496495
6.603689259,294963.7517,196642.5011,294.9637517,196.6425011,0.819786629,2.293677389
6.603689259,560347.0485,373564.699,560.3470485,373.564699,0.819786629,2.57236583
6.603689259,559690.2264,373126.8176,559.6902264,373.1268176,0.819786629,2.571856464
6.603689259,405269.7664,270179.8443,405.2697664,270.1798443,0.819786629,2.431652947
6.603689259,420402.6104,280268.4069,420.4026104,280.2684069,0.819786629,2.447574145
6.603689259,476137.5264,317425.0176,476.1375264,317.4250176,0.819786629,2.501641152
6.603689259,635309.9617,423539.9745,635.3099617,423.5399745,0.819786629,2.626894406
6.603689259,372910.816,248607.2107,372.910816,248.6072107,0.819786629,2.395513721
6.603689259,383134.9713,255423.3142,383.1349713,255.4233142,0.819786629,2.407260536
6.603689259,467373.825,311582.55,467.373825,311.58255,0.819786629,2.493573127
6.603689259,470366.2916,313577.5277,470.3662916,313.5775277,0.819786629,2.496344932
6.603689259,370268.9963,246845.9975,370.2689963,246.8459975,0.819786629,2.39242609
6.603689259,309430.6218,206287.0812,309.4306218,206.2870812,0.819786629,2.314472031
6.603689259,376291.6543,250861.1029,376.2916543,250.8611029,0.819786629,2.399433327
6.603689259,456723.4358,304482.2905,456.7234358,304.4822905,0.819786629,2.483562038
6.603689259,549449.044,366299.3627,549.449044,366.2993627,0.819786629,2.563836163
6.603689259,500953.0156,333968.6771,500.9530156,333.9686771,0.819786629,2.523705736
6.603689259,393370.2059,262246.8039,393.3702059,262.2468039,0.819786629,2.418710204
6.603689259,317723.4293,211815.6195,317.7234293,211.8156195,0.819786629,2.325957982
6.603689259,526410.396,350940.264,526.410396,350.940264,0.819786629,2.545233198
6.603689259,448462.489,298974.9927,448.462489,298.9749927,0.819786629,2.475634864
6.603689259,431515.0759,287676.7173,431.5150759,287.6767173,0.819786629,2.458904714
6.603689259,396246.7823,264164.5215,396.2467823,264.1645215,0.819786629,2.42187449
6.603689259,417535.8821,278357.2547,417.5358821,278.3572547,0.819786629,2.444602545
6.603689259,441689.8405,294459.8937,441.6898405,294.4598937,0.819786629,2.469026151
6.603689259,711549.504,474366.336,711.549504,474.366336,0.819786629,2.676113861
6.603689259,411970.1803,274646.7869,411.9701803,274.6467869,0.819786629,2.438774523
6.603689259,277937.571,185291.714,277.937571,185.291714,0.819786629,2.267855999
7.242014774,822494.039,548329.3593,822.494039,548.3293593,0.859859406,2.7390415
7.242014774,586456.2715,390970.8477,586.4562715,390.9708477,0.859859406,2.592144376
7.242014774,626390.1908,417593.4605,626.3901908,417.5934605,0.859859406,2.620753689
7.242014774,674355.7864,449570.5243,674.3557864,449.5705243,0.859859406,2.652797829
7.242014774,447015.0987,298010.0658,447.0150987,298.0100658,0.859859406,2.474230933
7.242014774,411601.9328,274401.2885,411.6019328,274.4012885,0.859859406,2.438386146
7.242014774,450030.6086,300020.4057,450.0306086,300.0204057,0.859859406,2.477150794
7.242014774,816686.0182,544457.3455,816.6860182,544.4573455,0.859859406,2.735963861
7.242014774,1017590.83,678393.8867,1017.59083,678.3938867,0.859859406,2.831481926
7.242014774,186844.7689,124563.1793,186.8447689,124.5631793,0.859859406,2.095389684
7.242014774,1406787.14,937858.0933,1406.78714,937.8580933,0.859859406,2.972137131
7.242014774,761232.3397,507488.2265,761.2323397,507.4882265,0.859859406,2.705425971
7.242014774,578031.8481,385354.5654,578.0318481,385.3545654,0.859859406,2.585860509
7.242014774,740796.935,493864.6233,740.796935,493.8646233,0.859859406,2.693607918
7.242014774,567359.2567,378239.5045,567.3592567,378.2395045,0.859859406,2.577766886
7.242014774,732277.738,488185.1587,732.277738,488.1851587,0.859859406,2.688584572
7.242014774,560799.5042,373866.3361,560.7995042,373.8663361,0.859859406,2.572716362
7.242014774,829762.687,553175.1247,829.762687,553.1751247,0.859859406,2.742862642
7.242014774,563989.169,375992.7793,563.989169,375.9927793,0.859859406,2.575179505
7.242014774,731383.2384,487588.8256,731.3832384,487.5888256,0.859859406,2.688053744
7.242014774,264487.3903,176324.9269,264.4873903,176.3249269,0.859859406,2.246313712
7.242014774,620150.2743,413433.5162,620.1502743,413.4335162,0.859859406,2.616405681
7.242014774,481569.6931,321046.4621,481.5696931,321.0464621,0.859859406,2.506567888
7.242014774,1019629.564,679753.0427,1019.629564,679.7530427,0.859859406,2.83235116
7.242014774,673601.882,449067.9213,673.601882,449.0679213,0.859859406,2.652312033
7.242014774,526737.6313,351158.4209,526.7376313,351.1584209,0.859859406,2.545503087
7.242014774,603484.7572,402323.1715,603.4847572,402.3231715,0.859859406,2.604575046
7.242014774,628731.9948,419154.6632,628.7319948,419.1546632,0.859859406,2.622374302
7.242014774,463348.1847,308898.7898,463.3481847,308.8987898,0.859859406,2.489816207
7.242014774,1039986.633,693324.422,1039.986633,693.324422,0.859859406,2.840936498
18.90529375,2525362.516,1683575.011,2525.362516,1683.575011,1.27658343,3.226232471
18.90529375,3921932.596,2614621.731,3921.932596,2614.621731,1.27658343,3.417408866
18.90529375,3857310.005,2571540.003,3857.310005,2571.540003,1.27658343,3.410193285
18.90529375,3475303.766,2316869.177,3475.303766,2316.869177,1.27658343,3.364901512
18.90529375,4208382.369,2805588.246,4208.382369,2805.588246,1.27658343,3.448023933
18.90529375,3609148.811,2406099.207,3609.148811,2406.099207,1.27658343,3.38131353
18.90529375,3950720.315,2633813.543,3950.720315,2633.813543,1.27658343,3.420585027
18.90529375,3767579.939,2511719.959,3767.579939,2511.719959,1.27658343,3.399971217
18.90529375,3778637.082,2519091.388,3778.637082,2519.091388,1.27658343,3.401243923
18.90529375,2389602.781,1593068.521,2389.602781,1593.068521,1.27658343,3.202234456
18.90529375,5709858.666,3806572.444,5709.858666,3806.572444,1.27658343,3.580534099
18.90529375,2924356.774,1949571.183,2924.356774,1949.571183,1.27658343,3.289939097
18.90529375,4370074.954,2913383.303,4370.074954,2913.383303,1.27658343,3.464397627
18.90529375,3206924.239,2137949.493,3206.924239,2137.949493,1.27658343,3.329997441
18.90529375,2805104.323,1870069.549,2805.104323,1870.069549,1.27658343,3.271857758
18.90529375,2980214.801,1986809.867,2980.214801,1986.809867,1.27658343,3.298156308
18.90529375,6417522.66,4278348.44,6417.52266,4278.34844,1.27658343,3.631276152
18.90529375,3877049.686,2584699.791,3877.049686,2584.699791,1.27658343,3.412410108
18.90529375,5127323.643,3418215.762,5127.323643,3418.215762,1.27658343,3.533799472
18.90529375,2645760.613,1763840.409,2645.760613,1763.840409,1.27658343,3.246459288
18.90529375,2731302.988,1820868.659,2731.302988,1820.868659,1.27658343,3.260278621
18.90529375,3398907.547,2265938.365,3398.907547,2265.938365,1.27658343,3.355248093
18.90529375,3417593.976,2278395.984,3417.593976,2278.395984,1.27658343,3.357629206
18.90529375,3298890.465,2199260.31,3298.890465,2199.26031,1.27658343,3.342276637
18.90529375,3058486.415,2038990.943,3058.486415,2038.990943,1.27658343,3.309415297
18.90529375,3511521.615,2341014.41,3511.521615,2341.01441,1.27658343,3.369404087
18.90529375,3629928.252,2419952.168,3629.928252,2419.952168,1.27658343,3.383806782
18.90529375,4133222.859,2755481.906,4133.222859,2755.481906,1.27658343,3.440197564
18.90529375,5780992.405,3853994.937,5780.992405,3853.994937,1.27658343,3.58591114
18.90529375,4001443.183,2667628.789,4001.443183,2667.628789,1.27658343,3.426125396
22.57249001,9813496.574,6542331.049,9813.496574,6542.331049,1.353579469,3.815732516
